ID,key,group,credibility
313421496104,店家,0,0.2710665951
313421496104,家,0,0.2403475775
313421496104,餐館,0,0.3505292836
313421496104,主食,0,0.3182877119
313421496104,作息,0,0.2267147814
313421496104,新色,0,0.2907149975
114604505257582,腳上,0,0.3364682662
114604505257582,腳上,0,0.3364682662
114604505257582,Pattis,0,0.2844017629
114604505257582,Pattis,0,0.2844017629
114604505257582,IG,0,0.3328734884
114604505257582,http://goo.gl/sSqqWi,0,0.3843362856
114604505257582,http://goo.gl/sSqqWi,0,0.3843362856
114604505257582,http://goo.gl/sSqqWi,0,0.3843362856
114604505257582,光澤,0,0.2550500279
114604505257582,官網,0,0.3144934636
114604505257582,官網,0,0.3144934636
114604505257582,教室,0,0.3593575542
114604505257582,臉會,0,0.3057749143
114604505257582,脖子,0,0.3435104911
114604505257582,部分,0,0.288593663
114604505257582,粉底,0,0.3948316393
114604505257582,人手,0,0.3548117272
114604505257582,水份,0,0.2675472749
169789146438787,裡面,0,0.2513518969
169789146438787,皮膚,0,0.388836929
169789146438787,皮膚,0,0.388836929
169789146438787,皮膚,0,0.388836929
169789146438787,燕麥,0,0.3436667061
169789146438787,燕麥,0,0.3436667061
169789146438787,早餐,0,0.3048844222
169789146438787,名氣,0,0.3517375899
169789146438787,衝刺,0,0.3154720175
169789146438787,-褲,0,0.4804389494
169789146438787,國家,0,0.3464847022
169789146438787,褲子,0,0.2867785444
169789146438787,保暖,0,0.3094297724
169789146438787,https://goo.gl/ebdQsR,0,0.2784352365
169789146438787,地方,0,0.302970779
169789146438787,泰國,0,0.2912780944
169789146438787,泰國,0,0.2912780944
169789146438787,刷毛,0,0.259270867
169789146438787,AveenoTW,0,0.3521513982
169789146438787,https://lihi.cc,0,0.3268833416
169789146438787,乳液,0,0.3143929192
169789146438787,乳液,0,0.3143929192
169789146438787,襪子,0,0.3450756334
169789146438787,理髮廳,0,0.3173836429
169789146438787,理髮廳,0,0.3173836429
169789146438787,理髮廳,0,0.3173836429
169789146438787,重點,0,0.3872514862
169789146438787,飯店,0,0.3073753697
169789146438787,乳霜,0,0.3377299372
200756436724055,大餐,0,0.3417812943
200756436724055,~https://goo.gl/8cxfNZ,0,0.3028446419
200756436724055,口罩,0,0.3390479372
200756436724055,暖爐,0,0.3677727957
200756436724055,地方,0,0.302970779
200756436724055,空氣,0,0.2573856071
393844540753809,全身,0,0.3228679233
393844540753809,皮膚,0,0.388836929
393844540753809,錶圈,0,0.310456921
393844540753809,鴛鴦,0,0.299654718
393844540753809,機上,0,0.3192756986
393844540753809,韓國,0,0.31919029
393844540753809,韓國,0,0.31919029
393844540753809,韓國,0,0.31919029
393844540753809,男人,0,0.25497652
393844540753809,東西,0,0.4195734998
393844540753809,東西,0,0.4195734998
393844540753809,東西,0,0.4195734998
393844540753809,東西,0,0.4195734998
393844540753809,東西,0,0.4195734998
393844540753809,家,0,0.2403475775
393844540753809,狀況,0,0.2712537972
393844540753809,尺寸,0,0.3943973936
393844540753809,面膜,0,0.3177782087
393844540753809,Todays❤️,0,0.2678275569
393844540753809,連肚皮,0,0.3758460861
393844540753809,週末,0,0.2773401822
393844540753809,女孩,0,0.4512635224
393844540753809,女孩,0,0.4512635224
393844540753809,臉真,0,0.2550959025
393844540753809,台灣,0,0.3576256779
393844540753809,Casio,0,0.2774629908
393844540753809,SHE-3058SPG-4A,0,0.3200014189
393844540753809,SHE-3058SPG-4A,0,0.3200014189
393844540753809,全家,0,0.3200349538
393844540753809,粉絲,0,0.3196219625
393844540753809,重點,0,0.3872514862
393844540753809,顏色,0,0.3112389469
313421496104,潤唇膏,1,0.2741265157
313421496104,氣色,1,0.4038733844
313421496104,食材,1,0.3795691708
313421496104,新質地,1,0.3115924642
313421496104,天下,1,0.4766866668
313421496104,#diorglowsquad,1,0.3298493752
313421496104,聚會,1,0.3646593604
313421496104,包包,1,0.3226286503
313421496104,變Elsa,1,0.3406863904
313421496104,爛臉,1,0.3421782571
313421496104,女生,1,0.3010384356
114604505257582,鞋,1,0.3007390811
114604505257582,https://goo.gl/Zt1snK,1,0.2867923207
114604505257582,穿法,1,0.3274458564
114604505257582,鞋子,1,0.3240438198
114604505257582,鞋子,1,0.3240438198
114604505257582,鞋子,1,0.3240438198
114604505257582,皮革,1,0.3291606385
114604505257582,質感,1,0.3832047882
114604505257582,MosDress,1,0.4551390583
114604505257582,寬版,1,0.3850129346
114604505257582,穿搭,1,0.3298923408
114604505257582,水感,1,0.2835499371
169789146438787,樓上,1,0.2597146383
169789146438787,特色,1,0.300031868
169789146438787,工作,1,0.4255782892
169789146438787,un,1,0.3014449688
169789146438787,手,1,0.374022483
169789146438787,洋裝,1,0.4424284413
169789146438787,洋裝,1,0.4424284413
169789146438787,身體,1,0.359602848
169789146438787,禮物,1,0.3784635304
169789146438787,機會,1,0.4094629542
169789146438787,褲襪,1,0.3170903305
169789146438787,腳底,1,0.3251608131
169789146438787,修護,1,0.3643074031
169789146438787,包包,1,0.3226286503
169789146438787,組織,1,0.3513680334
169789146438787,QOTLJ,1,0.3345277999
169789146438787,紫薯,1,0.2716999693
200756436724055,Xmas,1,0.4405163732
393844540753809,連結,1,0.2675988935
393844540753809,眷屬,1,0.3242214195
393844540753809,例子,1,0.35916729
393844540753809,主顧,1,0.3555074033
393844540753809,post/345214612,1,0.3197245835
393844540753809,水鑽,1,0.327625738
393844540753809,洋裝,1,0.4424284413
393844540753809,手工,1,0.3661485226
393844540753809,禮物,1,0.3784635304
393844540753809,禮物,1,0.3784635304
393844540753809,禮物,1,0.3784635304
393844540753809,機會,1,0.4094629542
393844540753809,氣息,1,0.3046074276
393844540753809,小臉,1,0.4106992172
393844540753809,女友,1,0.3852753805
393844540753809,女友,1,0.3852753805
393844540753809,女友,1,0.3852753805
393844540753809,#tomods,1,0.3810715575
393844540753809,穿搭,1,0.3298923408
393844540753809,食物,1,0.3516868836
313421496104,Dior,2,0.4952995823
313421496104,老人,2,0.3548253722
313421496104,營養,2,0.3394326426
313421496104,紅酒,2,0.3578428993
313421496104,生活,2,0.3594996622
114604505257582,動武林,2,0.4450374353
114604505257582,活動,2,0.4476633291
114604505257582,肌膚,2,0.4200521279
114604505257582,hashtag,2,0.2937803699
114604505257582,色,2,0.3732939635
114604505257582,腰上,2,0.3370889967
114604505257582,ESSENCE,2,0.306878675
114604505257582,櫃位,2,0.339141616
114604505257582,生活,2,0.3594996622
114604505257582,生活,2,0.3594996622
169789146438787,吃pizza🍕,2,0.3684147134
169789146438787,餐點,2,0.3997468138
169789146438787,手摸,2,0.3017992745
169789146438787,Fleurs,2,0.3435446852
169789146438787,太陽,2,0.3010981628
169789146438787,保濕,2,0.3810985837
169789146438787,肌膚,2,0.4200521279
169789146438787,肌膚,2,0.4200521279
169789146438787,Aveeno燕麥,2,0.3926193891
169789146438787,Nara,2,0.4270567802
169789146438787,效果,2,0.4065425841
169789146438787,附近,2,0.4361102481
169789146438787,手腳,2,0.4436708999
200756436724055,萊爾富,2,0.3404137634
393844540753809,問題,2,0.3640877127
393844540753809,gu新品,2,0.361921736
393844540753809,售價,2,0.3978847489
393844540753809,零食,2,0.2920844879
393844540753809,零食,2,0.2920844879
393844540753809,活動,2,0.4476633291
393844540753809,活動,2,0.4476633291
393844540753809,保濕,2,0.3810985837
393844540753809,色,2,0.3732939635
393844540753809,色,2,0.3732939635
393844540753809,新品,2,0.3372345583
393844540753809,新品,2,0.3372345583
393844540753809,辦法,2,0.4938532551
393844540753809,閨蜜,2,0.3216985782
393844540753809,機長,2,0.4121556491
393844540753809,效果,2,0.4065425841
393844540753809,效果,2,0.4065425841
393844540753809,節制,2,0.3372711363
393844540753809,生活,2,0.3594996622
313421496104,宅女,3,0.3475235305
313421496104,人,3,0.2385999547
313421496104,洋人,3,0.3048442161
313421496104,事,3,0.380746088
313421496104,護唇膏,3,0.3662062944
313421496104,妳們,3,0.3498922968
313421496104,https://goo.gl/By9PAo,3,0.3030737287
114604505257582,感覺,3,0.3634929128
114604505257582,車上,3,0.2999126929
114604505257582,臉,3,0.3489295716
114604505257582,人,3,0.2385999547
114604505257582,人,3,0.2385999547
114604505257582,人,3,0.2385999547
114604505257582,小白,3,0.2561335034
114604505257582,Gracegift,3,0.3987971908
114604505257582,#gracegiftxkerina,3,0.4528167637
114604505257582,#gracegiftxkerina,3,0.4528167637
114604505257582,刷子,3,0.2422718925
114604505257582,後面,3,0.4358095455
114604505257582,粉底液,3,0.3221965044
114604505257582,粉底液,3,0.3221965044
114604505257582,照片,3,0.4317691711
114604505257582,穆勒,3,0.3096542567
114604505257582,帶子,3,0.3884596217
114604505257582,小腿,3,0.4724797078
114604505257582,發光霜,3,0.3158500915
114604505257582,討厭,3,0.3434255435
169789146438787,當地,3,0.4248851845
169789146438787,龜裂,3,0.3106585285
169789146438787,感覺,3,0.3634929128
169789146438787,賴床😂,3,0.4785025402
169789146438787,人,3,0.2385999547
169789146438787,美國,3,0.3655116842
169789146438787,美國,3,0.3655116842
169789146438787,質地,3,0.4034354327
169789146438787,手套,3,0.2952090401
169789146438787,Aveeno,3,0.3047811873
169789146438787,品牌,3,0.3224748969
169789146438787,款,3,0.2607946004
169789146438787,照片,3,0.4317691711
169789146438787,外婆,3,0.2660349196
169789146438787,區,3,0.3320519364
169789146438787,乾巴巴,3,0.3014890855
169789146438787,腳踝,3,0.3200323619
169789146438787,價錢,3,0.3364222432
169789146438787,https://ppt.cc,3,0.2961631302
169789146438787,甜點,3,0.3397243885
169789146438787,甜點,3,0.3397243885
169789146438787,餐廳,3,0.3057387921
169789146438787,餐廳,3,0.3057387921
169789146438787,餐廳,3,0.3057387921
169789146438787,餐廳,3,0.3057387921
169789146438787,餐廳,3,0.3057387921
200756436724055,人,3,0.2385999547
200756436724055,#HiLifeOriginal,3,0.301368134
393844540753809,朋友,3,0.3212138578
393844540753809,名額,3,0.322451279
393844540753809,姐妹,3,0.2816170719
393844540753809,臉,3,0.3489295716
393844540753809,臉,3,0.3489295716
393844540753809,臉,3,0.3489295716
393844540753809,氣勢,3,0.30642629
393844540753809,錶帶,3,0.2561622361
393844540753809,錶帶,3,0.2561622361
393844540753809,人,3,0.2385999547
393844540753809,https://goo.gl/WVTx4,3,0.2727405118
393844540753809,默契,3,0.3293514796
393844540753809,#施華洛世奇,3,0.3741108532
393844540753809,風,3,0.3288054531
393844540753809,克蘭,3,0.2991564139
393844540753809,手續,3,0.2638203228
393844540753809,側,3,0.2904005746
393844540753809,毛衣,3,0.3148049182
393844540753809,#GU18SS,3,0.3640514084
393844540753809,情戒,3,0.2957902932
393844540753809,豬頭,3,0.3369902217
393844540753809,麻豆,3,0.3355926528
393844540753809,保養,3,0.3141085526
393844540753809,http://clinaliu.pixnet.net/blog/,3,0.3787330884
